Blueprint	Name	Description	Grouping	Category	Family	Classification	Heavy	Two Handed	Min Damage	Max Damage	Armor Pen	Dodge Reduction	Extra Hit Chance	Rate of Fire	Recoil	Max Range	Ammo	Attack 1	Type	Cost	GFX	On Hit	Attack 2	Type	Cost	GFX	On Hit	Attack 3	Type	Cost	GFX	On Hit	Attack 4	Type	Cost	GFX	On Hit	Attack 5	Type	Cost	GFX	On Hit	Sources	Extra Facts
AutoStriking_PowerSword_Item	Auto-Striking Power Sword	When the wielder successfully {g|Encyclopedia:Parry}parries{/g} with this power sword, they immediately counter-attack with whichever attack costs the least {g|Encyclopedia:ActionPoints}AP{/g}. It also grants:\n-<indent=5%>+30% {g|Encyclopedia:Bonus}bonus{/g} to parry.</indent>\n-<indent=5%>On a successful {g|Encyclopedia:HitSequenceGlossary}hit{/g} with this power sword, the target suffers a −10 {g|Encyclopedia:Penalty}penalty{/g} to {g|Encyclopedia:WarhammerWeaponSkill}Weapon Skill{/g}.</indent>	PowerSword	Melee	Power	Sword	false	false	26	39	30	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	PowerSword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	2	PowerSword_AbilityFXSettings			None					None					None				Unit - Ch05_Epitaph: RTNeutral, Unit - Ch05_Epitaph: RTNeutralFemale, Unit - Ch04_Canteena: Ch04Chorda_Bodyguard_unit, Unit - ExportedPregens: AbelardCompanion_Level42_OlegParty_ExportedPregen, Unit - ExportedPregens: Kibellah40lvl_ExportedPregen, Unit - ExportedPregens: Kibellah45lvl_ExportedPregen, Unit - ExportedPregens: Kibellah50lvl_ExportedPregen, Unit - ExportedPregens: Kibellah_level47_Gamescom2024_ExportedPregen	AutoStriking_PowerSword_Feature	Parry10_Feature
Autogun10test_Item			Autogun	Basic	Solid	false	false	true	10	10	0	0	0	6	15	16	1000	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	4				None					None				Unit - ArgentaCompanion: SoldierQA_lvl15, Unit - ArgentaCompanion: SoldierQA_lvl4, Unit - CassiaCompanion: LeaderNavigatorOverseer_lvl15, Unit - CassiaCompanion: LeaderNavigatorQA_lvl15, Unit - CassiaCompanion: LeaderNavigatorQA_lvl4, Unit - HeinrixCompanion: FighterPsykerQA_lvl15, Unit - HeinrixCompanion: FighterPsykerQA_lvl4, Unit - IdiraCompanion: AdeptPsykerQA_lvl4	SolidProjectileWeapon_Feature
AutogunCultistCH4Unique_Item	Eroding Autogun	Targets hit by this autogun suffer +20% more toxic damage until the end of combat.	Autogun	Basic	Solid	false	false	true	10	12	10	0	0	8	15	16	32	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Vendor - PirateChapter4_VendorTable_Base 101PF	SolidProjectileWeapon_Feature
AutogunM40_Item	[Civitas Pattern] Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	5	8	5	0	0	7	15	24	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldRebelArmoured, Unit - Ch02_AgriWorldTown: Corrupted_GovernorGuard, Unit - Ch02_AgriWorldTown: GovernorGuard_TrailerCinematicM40, Unit - Ch02_FootfallDock: FootfallBanditRingleaderWarehouse, Unit - Ch02_Lair3: Lair3RebelRangedAutogun, Unit - Ch03_Prison: ImperialMale_Gladiator, Unit - Ch02_FootfallSlums: SlumsMutantGuard, Unit - Ch02_LowerDecks: GuardLeader, Unit - Units: BoardedShip_Pirate_Gunner_Common_Unit, Unit - FootfallAtrium: SideQuestSlyOfficial1, Unit - ExportedPregens: AbelardCompanion_Level7_EtelParty_ExportedPregen, Unit - ExportedPregens: ArgentaCompanion_Level29_ExportedPregen, Chest - CR15: AdeptusMechanicus_LootChest_RebelStash	SolidProjectileWeapon_Feature
AutogunRapid_Item	Rapid-Fire Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	7	10	10	0	0	8	15	16	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch02_RogueTraderPalace: InquisitorSoldier_Boarding, Unit - Ch04_Canteena: Ch04Chorda_RangeSpecialist_unit, Unit - CassiaCompanion: CassiaCompanion_Ch03_TrueStart	SolidProjectileWeapon_Feature
AutogunT2CH04_Item	Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	6	10	10	0	0	8	15	16	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - DLC1_LowerTunnels: InfernusCH04LTState2_Ranged_Swarm, Unit - DLC1_LowerTunnels_StreetFight: GenestealerAutogun_Ranged_LowerTunnels	SolidProjectileWeapon_Feature
AutogunT2CH1_Item	[Mezoa-Pattern] Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	3	6	10	0	0	6	15	16	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	3	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - DLC1_Ch02_VoidshipCrypt: GenestealerAutogun_Ranged_VoidshipCrypt, Unit - Units: BoardedShip_Pirate_Gunner_Swarm_Unit, Vendor - PirateChapter1_VendorTable_Base 9PF	SolidProjectileWeapon_Feature
Autogun_Item	Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	3	5	10	0	0	6	15	16	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch01_JailPlanetoid: JailPlanetoidArturGuardF, Unit - Ch01_JailPlanetoid: JailPlanetoidEnforcerBurst, Unit - Ch01_NavisNobiliteStation: NavisNobilite_CassiaRoom, Unit - Ch01_NavisNobiliteStation: NavisNobilite_CassiaRoomFemale, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Medic, Unit - Ch02_AdministratumPalace: AdministratumEnforcer, Unit - Ch02_FootFallSlums: FootfallBanditInfectedRanged, Unit - Ch02_ForgeWorldAndHeart: CorruptedTechPriest, Unit - Ch02_ForgeWorldAndHeart: CorruptedTechPriestAutogun, Unit - Ch02_ForgeWorldAndHeart: CorruptedTechPriestBlindGrenade, Unit - Ch02_ForgeWorldAndHeart: CorruptedTechPriestFragGrenade, Unit - Ch02_ForgeWorldAndHeart: HeretekMagiUralonSidekick2, Unit - Ch02_Lair1: CultistRangeLair1_Bark, Unit - Ch02_Lair1: CultistRangeLair2, Unit - Ch02_Lair3: Lair3RebelRanged, Unit - Ch02_RandomEncounters: AltGoals_CrazyTechPriest, Unit - Ch02_RandomEncounters: CrazyTechPriestRandomEncounter, Unit - Ch02_RandomEncounters: CultistRangeKhorneRandomEncounter, Unit - Ch02_RandomEncounters: CultistRangeKhorneRandomEncounter_NoGrenades, Unit - Ch02_RandomEncounters: PossessedEnginseer, Unit - Ch02_RandomEncounters: PossessedTechPriestBlindGrenadeRandomEncounter, Unit - Ch04_LairCliff: ChaosCultist_Ritualist, Unit - Ch04_LairCliff: ChaosCultist_Sniper, Unit - Ch04_Janus_ChapterStart: OldMan, Unit - Ch04: Footfall_ChordaEnforcer5, Unit - Companions: CompanionPascalPrototype, Chest - CR12: Forest_Cube (2), Chest - DrukhariAttackOnShip: DrukhariAttack_WeaponLootAutogun, Chest - FootFallDock: Loot_Uniq - puzzle, Chest - CR22: AdeptusMechanicus_OutdorWeaponCrate, Chest - LowerTunnels: ImperiumMilitary_PoorLootBig (10)	SolidProjectileWeapon_Feature
AutopistolSuppressedCH1Unique_Item	Heirloom Autopistol	This autopistol can be used as if the wielder has the Dual-Weapon Combat {g|Encyclopedia:Talent}talent{/g}.\n<indent=3%>+5 {g|Encyclopedia:WarhammerPerception}Perception{/g}</indent>\n<indent=3%>+5 {g|Encyclopedia:WarhammerBallisticSkill}Ballistic Skill{/g}</indent>	Pistol	Pistol	Solid	false	false	false	4	6	10	0	0	6	15	10	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - ExportedPregens: AbelardCompanion_Level15_ExportedPregen, Unit - ExportedPregens: Yanus19RT_ExportedPregen	Perception5_Feature	BallisticSkill5_Feature		SolidProjectileWeapon_Feature
AutopistolT1_Item	Improved Autopistol		Pistol	Pistol	Solid	false	false	false	4	5	5	0	0	6	15	8	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Chest - JailPlanetoid: Loot_Uniq_Hidden - LootInWall, Chest - LowerTunnels: IL_Awarnes_Loot (6)	SolidProjectileWeapon_Feature
AutopistolT2CH02_Item	Autopistol		Pistol	Pistol	Solid	false	false	false	4	6	10	0	0	6	15	7	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch02_FootfallDock: FootfallBanditSwarm, Unit - DLC1_OfficerDeckPeacefull: ChirurgeonMajoris, Unit - DLC1_OfficerDeckPeacefull: MasterofDiscipline, Unit - DLC1_OfficerDeckPeacefull: MasterofDiscipline_Prologue, Unit - DLC1_VoidshipReactor: MDLadyOfSteel, Unit - Units: BoardedShip_Pirate_Shield_Common_Unit, Unit - Units: BoardedShip_Pirate_Shield_Hard_Unit, Vendor - LowerTunnels_SF_CorpseLoot 13PF	SolidProjectileWeapon_Feature
AutopistolTier2_Item	Orthlak Mark IV		Pistol	Pistol	Solid	false	false	false	5	8	10	0	0	6	15	10	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch00_OfficersDeck: OldMasterofDiscipline, Unit - Ch00_OfficersDeck: PrologueMercenaryCaptain, Unit - DLC1_MainStoryUnit: MasterInfernus, Unit - ExportedPregens: zin_22_AbelardCompanion_ExportedPregen, Chest - CR22: AdeptusMechanicus_RebelBaseContainer	SolidProjectileWeapon_Feature
Autopistol_Item	Autopistol		Pistol	Pistol	Solid	false	false	false	3	4	5	0	0	6	15	10	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch00_OfficersDeck: OfficersDeckCrew, Unit - Ch00_OfficersDeck: OfficersDeckCrew2, Unit - Ch01_JailPlanetoid: JailPlanetoidPrisoner, Unit - Ch01_JailPlanetoid: JailPlanetoidPrisonerTortured, Unit - Ch01_Starport: StarPortJaspar, Unit - Ch02_AgriWorldJungle: JungleWorldRebelBlinder, Unit - Ch02_AgriWorldJungle: JungleWorldRebelWeak, Unit - Ch02_AgriWorldTown: ServantWithWeaponPistol, Unit - Ch02_DaringHeirGuttedShip: HalfCrazyServiceman, Unit - Ch02_FootFallAtrium: FootfallEnforcer_FreakshowScene, Unit - Ch02_FootFallAtrium: FootfallPirateSwarm, Unit - Ch02_FootFallAtrium: Footfall_AngryCommoner, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_Swarm, Unit - Ch02_FootfallDock: FootfallBanditPeacefull1, Unit - Ch02_FootfallDock: FootfallBandit_Quicksilver, Unit - Ch02_FootfallDock: FootfallBandit_Quicksilver2, Unit - Ch02_FootfallDock: FootfallPeacefullBandit, Unit - Ch02_FootfallDock: Footfall_Enforcer_cutscene, Unit - Ch02_FootfallDock: Footfall_JaeCanteenaSceneBandit1, Unit - Ch02_RandomEncounters: PossessedSodierFireGrenadeRandomEncounter, Unit - Ch02_RogueTraderPalace: RogueTraderGuardSergantPeaceful, Unit - Ch03_CommorraghArena: ArenaGladiator2, Unit - DLC1_LowerTunnels: LT_Beggar_Guard_Unique, Unit - DLC1_VoidshipReactor: VoidshipReactor_Officer, Unit - DLC1_VoidshipReliqary: OfficersDeckCrewChaosPrayer, Unit - Ch02_RandomEncounters: MutantPsykerRandomEncounter, Unit - Ch02_RandomEncounters: MutantPsykerSoulbindRandomEncounter, Unit - Ch02_RandomEncounters: RE_DemonTransform_Grunt, Unit - Ch02_RandomEncounters: RE_DemonTransform_NurgleBuboe, Unit - Ch02_VoidshipBridge: VoidMaster, Unit - FootfallAtrium: SideQuestSwindlerClerk1, Unit - FootfallAtrium: SideQuestSwindlerClerk2, Unit - Companions: CompanionCassiaPrototype, Unit - Companions: CompanionIdiraPrototype, Unit - CassiaCompanion: CassiaCompanion, Unit - CassiaCompanion: CassiaCompanion_Ch02_TrueStart, Unit - CassiaCompanion: CassiaCompanion_ForUnitSpawner, Unit - ExportedPregens: CassiaCompanion_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level28_TesseraParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level39_SolarParty_ExportedPregen, Unit - ExportedPregens: Heinrix19Chapel_ExportedPregen, Unit - ExportedPregens: IdiraCompanion_Level19_HarmonParty_ExportedPregen, Unit - ExportedPregens: IdiraCompanion_Level39_SolarParty_ExportedPregen, Unit - ExportedPregens: VasiliyHeinrix_15LvL_ExportedPregen, Unit - ExportedPregens: VasiliyKassia_15LvL_ExportedPregen, Unit - IdiraCompanion: IdiraCompanion, Unit - IdiraCompanion: PC_Human_ChordaCompanion_F_HM, Unit - JaeCompanion: SmugglerCompanion_Bar, Chest - FootFallDock: Loot_Good - EnCorpseV2, Chest - FootFallDock: Loot_Uniq - puzzle, Chest - VoidshipCryptArena: Iloot_loot_object_Trash (1)	SolidProjectileWeapon_Feature
Axe10test_Item		Axes have a special attack that inflicts {g|Encyclopedia:BleedingEffect}bleeding{/g}.	Axe	Melee	Primitive	false	false	false	10	10	0	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Axe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	Axe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	Axe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Unit - ArgentaCompanion: SoldierQA_lvl15, Unit - ArgentaCompanion: SoldierQA_lvl4, Unit - CassiaCompanion: LeaderNavigatorOverseer_lvl15, Unit - CassiaCompanion: LeaderNavigatorQA_lvl15, Unit - CassiaCompanion: LeaderNavigatorQA_lvl4, Unit - HeinrixCompanion: FighterPsykerQA_lvl15, Unit - HeinrixCompanion: FighterPsykerQA_lvl4, Unit - IdiraCompanion: AdeptPsykerQA_lvl4	Bleeding_Power6_ForWeapon_Feature
AxeT2CH04_Item	Bleeder Axe	Axes have a special attack that inflicts {g|Encyclopedia:BleedingEffect}bleeding{/g}.	Axe	Melee	Primitive	false	false	false	14	22	20	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Axe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	Axe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	Axe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Unit - DLC1_LowerTunnels: InfernusCH04LTState2_Melee_Swarm	Bleeding_Power8_ForWeapon_Feature
AxeT2_Item	Weighty Axe	Axes have a special attack that inflicts {g|Encyclopedia:BleedingEffect}bleeding{/g}.	Axe	Melee	Primitive	false	false	false	7	11	20	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Axe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	Axe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	Axe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Unit - Ch02_AgriWorldJungle: JungleWorldRebelMelee, Unit - Ch02_AgriWorldJungle: JungleWorldRebelMeleeCharge, Unit - Ch02_FootFallAtrium: FootfallAnverCutterFrenzy_Melee_Common, Unit - Ch02_FootfallDock: FootfallAnverCharger_Melee_Swarm, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_Common, Unit - Ch02_Lair3: Lair3RebelMeleeAxe, Unit - Ch04_VoidshipBridgeBoarding: InquisitorBrute_Melee_Boarding, Unit - Ch05_ArcShip: TechpriestLogos_MeleeRanged_PasqualQuest, Chest - Test: TestRaritiesLoot	Bleeding_Power4_ForWeapon_Feature
Axe_Item	Axe	Axes have a special attack that inflicts {g|Encyclopedia:BleedingEffect}bleeding{/g}.	Axe	Melee	Primitive	false	false	false	5	7	15	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Axe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	Axe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	Axe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Unit - Ch00_OfficersDeck: CultistPirate_Melee_OfficersDeck, Unit - Ch01_JailPlanetoid: JailPlanetoidCorruptedPrisoner, Unit - Ch02_FootFallAtrium: FootfallAnverCutterNimble_Melee_Common, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_Swarm, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_SwarmQS, Unit - Ch02_FootfallDock: FootfallBanditPeacefull1, Unit - Ch02_FootfallDock: FootfallBandit_Quicksilver, Unit - Ch02_FootfallDock: FootfallBandit_Quicksilver2, Unit - Ch02_FootfallDock: FootfallPeacefullBandit, Unit - Ch02_FootfallDock: FootfallSuspiciousType, Unit - Ch02_FootfallDock: Footfall_JaeCanteenaSceneBandit1, Unit - Ch02_FootfallDock: Footfall_JaeCanteenaSceneBandit2, Unit - Ch02_FootfallDock: JaeGuard, Unit - Ch02_FootfallDock: JaeGuard_Kor, Unit - Ch02_FootfallDock: JaeGuard_Torra, Unit - Ch02_RandomEncounters: CultistMeleeKhorneRandomEncounter, Unit - Ch02_RandomEncounters: CultistMeleeKhorneRandomEncounter_NoGrenades, Unit - Ch02_RogueTraderPalace: GladiatorWAxe, Unit - Ch02_SantielsPrideUnderhive: WildCannibalMelee, Unit - Ch04_FootfallSewersCh04: FootfallSewersPatrol, Unit - Ch04_FootfallSewersCh04: FootfallSewersPatrol1, Unit - Ch05_QuarryWorld: QuarryWorld_Miner1, Unit - Ch02_FootfallSlums: SlumsMutantFighter, Unit - Ch02_RandomEncounters: NurgleAmbushZombieFlak_RandomEncounter, Unit - Ch02_RandomEncounters: NurgleZombieSwarm01_RandomEncounter, Unit - Ch02_RandomEncounters: RE_DemonTransform_Grunt, Unit - Ch02_RandomEncounters: RE_DemonTransform_NurgleBuboe, Unit - Ch02_RandomEncounters: RE_DemonTransform_NurgleZombie, Unit - Ch02_RandomEncounters: RE_PossessedOfficer_Flamer, Unit - Ch04_TheDoor: HaemonculusClone, Unit - Ch01_JailPlanetoid: JailPlanetoidEnforcerButcher, Unit - Ch01_JailPlanetoid: JailPlanetoidEnforcerButcher, Unit - DLC1_LowerTunnels_BlessedbyNurgle: LT_HumanNurgleFollowerExplosive_Melee_Hard, Unit - FootfallSlums: SuicideVladaimAgent, Unit - ExportedPregens: PlayerRT_Level7_EtelParty_ExportedPregen, Chest - CR0: SantielUnderhiveCannibals02, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon, Chest - JailPlanetoid: Loot_Poor_Locked  - Arsenal	Bleeding_Power2_ForWeapon_Feature
BeggarPistol_item		<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Pistol	Pistol	Laser	false	false	false	15	30	10	30	0	2	10	10	20	BurstFire_PistolAbility	Burst	2	LasPistol_LasShot_AbilityFXSettings		ReloadAbility	Reload	1	LasPistol_LasShot_AbilityFXSettings			None					None					None				Unit - Ch03_Prison: TrampMain, Unit - ExportedPregens: CassiaCompanion_Level47_ExportedPregen	
BiomancersStaff_Item	Biomancer's Staff	The wielder of this staff (power level 6) gains the <b>Syphon Life</b> {g|Encyclopedia:Ability}ability{/g}. The ability is also available in its {g|Encyclopedia:HeroicAct}heroic act{/g} and {g|Encyclopedia:DesperateMeasure}desperate measure{/g} versions. Power level affects the {g|Encyclopedia:DamageGlossary}damage{/g} and healing level of this power.\n<indent=5%>+10 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>	PsykerStaff	Melee	Primitive	false	false	true	4	8	0	0	0	0	0	1	-1	MacesMeleeAttack_Ability	SingleShot	1	Axe_AbilityFXSettings		Biomancy_Weapon_SyphonLife_Ability	Custom	2	SyphonLifeAbility_AbilityFXSettings		Biomancy_Weapon_SyphonLife_AbilityHeroic	Custom	2	SyphonLifeAbility_AbilityFXSettings		Biomancy_Weapon_SyphonLife_AbilityDesperate	Custom	2	SyphonLifeAbility_AbilityFXSettings			None				Unit - DLC2_FeudalWorld: FW_Sculptor, Unit - ExportedPregens: 4y6_Heinrix_22lvl_ExportedPregen, Unit - ExportedPregens: 4y6_Heinrix_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: Heinrix19Chapel_ExportedPregen, Unit - ExportedPregens: VasiliyHeinrix_15LvL_ExportedPregen, Unit - HeinrixCompanion: HeinrixCompanionNPC	Willpower10_Feature
BlackhazeVenomBladeItem	Blackhaze Venom Blade	Attacks against targets suffering from {g|Encyclopedia:ToxinEffect}toxin{/g} apply the toxin effect with the same power to all enemies within a 2-cell radius of the target.	Sword	Melee	Primitive	Sword	false	false	20	25	15	0	0	0	10	1	-1	Venom_MeleeAttack_ability	SingleShot	1	VenomBlade_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	VenomBlade_AoEAbility	AOE	2	VenomBlade_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect		None					None					None				Unit - ExportedPregens: RT35Yremerissss_ExportedPregen, Vendor - HaemunculiChapter3_VendorTable_Base 0PF	BlackhazeVenombladeFeature	ViralToxin_Power8_ForWeapon_Feature	Parry10_Feature
